Comment,Designator,Footprint,JLC Part#
SK6812MINI,D1-12,,C2886570
4k7,R2,0805,C17673
100n,C2,0805,C49678
XDCR_VEML7700-TR,U2,,C504893
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
